종목명,티커,터치시각,밴드종류,방향,진입가,청산가,보유봉수,청산사유,손익률(%),반전각도(도),반전성공여부,구간
HD현대일렉트릭,267260.KS,2017-09-08 00:00:00+09:00,엔하5터치,롱,44270.25390625,47138.73046875,5,5봉경과,6.479467157731918,118.9191868875848,True,학습
HD현대일렉트릭,267260.KS,2018-03-23 00:00:00+09:00,엔하5터치,롱,31108.2890625,33592.0625,5,5봉경과,7.984281721536739,73.32471343971868,True,학습
HD현대일렉트릭,267260.KS,2018-04-10 00:00:00+09:00,엔하5터치,롱,30293.9296875,31271.158203125,5,5봉경과,3.2258228816984014,36.190041827552314,True,학습
HD현대일렉트릭,267260.KS,2018-05-15 00:00:00+09:00,엔상5터치,숏,42346.36328125,35790.8203125,5,5봉경과,15.480769683125645,-114.42746310305671,True,학습
HD현대일렉트릭,267260.KS,2018-07-23 00:00:00+09:00,엔하5터치,롱,22883.3203125,26832.931640625,5,5봉경과,17.25978255859805,105.9522760145849,True,학습
HD현대일렉트릭,267260.KS,2018-11-01 00:00:00+09:00,엔하5터치,롱,18078.63671875,16551.724609375,5,5봉경과,-8.445947186888185,5.453877155803738,True,학습
HD현대일렉트릭,267260.KS,2018-11-06 00:00:00+09:00,엔하5터치,롱,18160.072265625,18058.28125,5,5봉경과,-0.5605209832654636,144.37305969945976,True,학습
HD현대일렉트릭,267260.KS,2019-02-01 00:00:00+09:00,엔상5터치,숏,25489.251953125,25326.380859375,5,5봉경과,0.638979496336423,-87.10151163487063,True,학습
HD현대일렉트릭,267260.KS,2019-02-13 00:00:00+09:00,엔상5터치,숏,25326.380859375,26303.60546875,5,5봉경과,-3.858524495864806,102.13318365100045,False,학습
HD현대일렉트릭,267260.KS,2019-02-15 00:00:00+09:00,엔상5터치,숏,25529.96875,26588.626953125,5,5봉경과,-4.14672737554761,35.10806847054662,False,학습
HD현대일렉트릭,267260.KS,2019-05-08 00:00:00+09:00,엔하5터치,롱,17345.71875,15798.451171875,5,5봉경과,-8.920169872609057,0.2655466403860913,True,학습
HD현대일렉트릭,267260.KS,2019-08-02 00:00:00+09:00,엔하5터치,롱,10464.4365234375,9853.671875,5,5봉경과,-5.836574640875816,81.76460786307098,True,학습
HD현대일렉트릭,267260.KS,2020-01-10 00:00:00+09:00,엔상5터치,숏,12073.6142578125,11170.4697265625,5,5봉경과,7.480316266238176,-9.838025875421394,False,학습
HD현대일렉트릭,267260.KS,2020-03-13 00:00:00+09:00,엔하5터치,롱,6464.61181640625,5865.68408203125,5,5봉경과,-9.264713046729396,-1.9377489719278174,False,학습
HD현대일렉트릭,267260.KS,2020-07-28 00:00:00+09:00,엔상5터치,숏,9554.31640625,11835.9443359375,5,5봉경과,-23.880598387917765,24.50331934633118,False,학습
HD현대일렉트릭,267260.KS,2020-09-04 00:00:00+09:00,엔상5터치,숏,15068.2490234375,17920.283203125,5,5봉경과,-18.92744256649449,-13.115136887509578,True,학습
HD현대일렉트릭,267260.KS,2021-05-11 00:00:00+09:00,엔상5터치,숏,23244.08203125,21770.53125,5,5봉경과,6.339466446852652,-134.0307366621805,True,학습
HD현대일렉트릭,267260.KS,2022-01-25 00:00:00+09:00,엔하5터치,롱,16684.40234375,18253.021484375,5,5봉경과,9.401710102085897,103.3238621454539,True,학습
HD현대일렉트릭,267260.KS,2022-01-27 00:00:00+09:00,엔하5터치,롱,15115.7841796875,18205.48828125,5,5봉경과,20.440250170510012,140.12446682253818,True,학습
HD현대일렉트릭,267260.KS,2022-04-13 00:00:00+09:00,엔상5터치,숏,20914.919921875,21009.9921875,5,5봉경과,-0.45456672069570553,-72.63245773478486,True,학습
HD현대일렉트릭,267260.KS,2022-05-03 00:00:00+09:00,엔상5터치,숏,22863.810546875,22673.677734375,5,5봉경과,0.8315884708290111,-84.91361449948445,True,학습
HD현대일렉트릭,267260.KS,2023-04-17 00:00:00+09:00,엔상5터치,숏,48095.77734375,48576.734375,5,5봉경과,-0.9999984568551732,-76.06841408681908,True,학습
HD현대일렉트릭,267260.KS,2023-04-21 00:00:00+09:00,엔상5터치,숏,49057.69921875,48672.92578125,5,5봉경과,0.7843283391344583,-35.16783236782724,True,학습
HD현대일렉트릭,267260.KS,2023-07-03 00:00:00+09:00,엔상5터치,숏,62235.9375,65795.015625,5,5봉경과,-5.718686450252316,-47.67878325168315,True,학습
HD현대일렉트릭,267260.KS,2023-07-10 00:00:00+09:00,엔상5터치,숏,65795.015625,66083.59375,5,5봉경과,-0.4386018032805961,-88.89852390150554,True,학습
HD현대일렉트릭,267260.KS,2023-07-25 00:00:00+09:00,엔상5터치,숏,77530.390625,70893.171875,5,5봉경과,8.560796220030653,0.12586237273794865,False,학습
HD현대일렉트릭,267260.KS,2024-02-15 00:00:00+09:00,엔상5터치,숏,113871.3125,124975.953125,5,5봉경과,-9.751921165394489,15.129550457432899,False,검증
HD현대일렉트릭,267260.KS,2024-03-04 00:00:00+09:00,엔상5터치,숏,128190.46875,128580.1015625,5,5봉경과,-0.30394834834395595,59.68649894491436,False,검증
HD현대일렉트릭,267260.KS,2024-03-14 00:00:00+09:00,엔상5터치,숏,152250.515625,158387.3125,5,5봉경과,-4.030723212862682,-13.79578612910008,True,검증
HD현대일렉트릭,267260.KS,2024-03-22 00:00:00+09:00,엔상5터치,숏,162186.25,174752.0625,5,5봉경과,-7.747766842133657,-18.11077930429075,True,검증
HD현대일렉트릭,267260.KS,2025-06-10 00:00:00+09:00,엔상5터치,숏,424595.03125,465126.8125,5,5봉경과,-9.545985766878896,16.757414163770882,False,검증
HD현대일렉트릭,267260.KS,2025-09-12 00:00:00+09:00,엔상5터치,숏,590523.125,580598.4375,5,5봉경과,1.6806602620346154,-91.40367881402341,True,검증
HD현대일렉트릭,267260.KS,2025-09-17 00:00:00+09:00,엔상5터치,숏,583575.8125,582583.375,5,5봉경과,0.17006145195573882,-64.46388019505147,True,검증
HD현대일렉트릭,267260.KS,2025-09-23 00:00:00+09:00,엔상5터치,숏,589530.625,577621.0,5,5봉경과,2.0201876704878563,-2.79559970998422,False,검증
HD현대일렉트릭,267260.KS,2025-10-10 00:00:00+09:00,엔상5터치,숏,655034.0625,661981.5,5,5봉경과,-1.0606223245069795,-34.99841887092006,True,검증
HD현대일렉트릭,267260.KS,2026-04-27 00:00:00+09:00,엔상5터치,숏,1302533.375,1385313.0,5,5봉경과,-6.355278612342659,-4.492504415071224,True,검증
HD현대일렉트릭,267260.KS,2026-05-06 00:00:00+09:00,엔상5터치,숏,1385313.0,1277822.0,5,5봉경과,7.759329480052522,-69.01960618522295,False,검증
HD현대중공업,329180.KS,2022-04-13 00:00:00+09:00,엔상5터치,숏,132464.640625,144595.09375,5,5봉경과,-9.15750276282456,20.508070295680945,False,학습
HD현대중공업,329180.KS,2023-07-14 00:00:00+09:00,엔상5터치,숏,143430.578125,138384.328125,5,5봉경과,3.5182525692688658,-87.96512589210398,True,학습
HD현대중공업,329180.KS,2024-07-17 00:00:00+09:00,엔상5터치,숏,166138.8125,170311.671875,5,5봉경과,-2.5116703991127904,-5.791112342194765,True,학습
HD현대중공업,329180.KS,2024-07-25 00:00:00+09:00,엔상5터치,숏,172252.5625,207673.515625,5,5봉경과,-20.56338240251143,-16.758121677520677,True,학습
HD현대중공업,329180.KS,2024-11-19 00:00:00+09:00,엔상5터치,숏,217863.109375,221744.84375,5,5봉경과,-1.7817309163243922,-74.34230520777999,True,학습
HD현대중공업,329180.KS,2024-12-26 00:00:00+09:00,엔상5터치,숏,289190.1875,278030.1875,5,5봉경과,3.859052098716178,-87.18798599068344,True,학습
HD현대중공업,329180.KS,2025-01-03 00:00:00+09:00,엔상5터치,숏,277059.75,304717.1875,5,5봉경과,-9.982481215694449,26.327097533473676,False,학습
HD현대중공업,329180.KS,2025-01-10 00:00:00+09:00,엔상5터치,숏,304717.1875,300835.4375,5,5봉경과,1.2738861341715422,-50.59573836168677,True,학습
HD현대중공업,329180.KS,2025-02-13 00:00:00+09:00,엔상5터치,숏,355179.9375,296468.46875,5,5봉경과,16.530063371048374,-120.5771526027084,True,학습
HD현대중공업,329180.KS,2025-04-25 00:00:00+09:00,엔상5터치,숏,393886.1875,406103.5,5,5봉경과,-3.101736716776848,-10.363796711233825,True,검증
HD현대중공업,329180.KS,2025-05-07 00:00:00+09:00,엔상5터치,숏,406103.5,406592.1875,5,5봉경과,-0.12033570259798303,-37.50382984118925,True,검증
HD현대중공업,329180.KS,2025-10-27 00:00:00+09:00,엔상5터치,숏,612304.25,595622.875,5,5봉경과,2.7243604792878706,-46.393186587743585,True,검증
HD현대중공업,329180.KS,2025-10-30 00:00:00+09:00,엔상5터치,숏,582866.5,515159.8125,5,5봉경과,11.616156958754706,-107.27876477244702,True,검증
SK하이닉스,000660.KS,2000-05-30 00:00:00+09:00,엔상5터치,숏,-123076.3203125,-171951.421875,5,5봉경과,-39.71121450365306,143.20698924740054,False,학습
SK하이닉스,000660.KS,2000-10-16 00:00:00+09:00,엔상5터치,숏,-99971.7421875,-68513.96875,5,5봉경과,31.466665228760345,4.883510982053423,False,학습
SK하이닉스,000660.KS,2000-11-08 00:00:00+09:00,엔상5터치,숏,-65314.87109375,-65670.3203125,5,5봉경과,-0.544208712040179,-12.206381641098496,True,학습
SK하이닉스,000660.KS,2000-12-21 00:00:00+09:00,엔상5터치,숏,-35190.046875,-35767.66015625,5,5봉경과,-1.6414109458329613,158.6870778413861,False,학습
SK하이닉스,000660.KS,2001-03-14 00:00:00+09:00,엔상5터치,숏,-30440.560546875,-30339.11328125,5,5봉경과,0.33326346099567633,18.46883606081925,False,학습
SK하이닉스,000660.KS,2001-07-06 00:00:00+09:00,엔상5터치,숏,-23489.96875,-19177.564453125,5,5봉경과,18.358493120068538,10.83013856268947,False,학습
SK하이닉스,000660.KS,2001-08-29 00:00:00+09:00,엔상5터치,숏,-9487.3115234375,-9943.919921875,5,5봉경과,-4.812832353080137,156.47868698556363,False,학습
SK하이닉스,000660.KS,2001-11-12 00:00:00+09:00,엔하5터치,롱,-16082.7685546875,-19583.43359375,5,5봉경과,21.766557338426615,121.29635757942668,True,학습
SK하이닉스,000660.KS,2001-11-22 00:00:00+09:00,엔하5터치,롱,-19634.1640625,-20801.0546875,5,5봉경과,5.94316427878224,60.17344248176366,True,학습
SK하이닉스,000660.KS,2001-11-30 00:00:00+09:00,엔하5터치,롱,-21765.001953125,-28918.544921875,5,5봉경과,32.867182755859574,18.609610905387328,False,학습
SK하이닉스,000660.KS,2001-12-27 00:00:00+09:00,엔하5터치,롱,-30855.630859375,-36973.546875,5,5봉경과,19.827551228842133,5.312529956928429,False,학습
SK하이닉스,000660.KS,2002-04-29 00:00:00+09:00,엔상5터치,숏,-11969.853515625,-9376.3857421875,5,5봉경과,21.666662587408307,-18.206735803531615,False,학습
SK하이닉스,000660.KS,2002-05-01 00:00:00+09:00,엔상5터치,숏,-12701.345703125,-9442.884765625,5,5봉경과,25.654454367762767,-5.041055693585946,False,학습
SK하이닉스,000660.KS,2002-06-05 00:00:00+09:00,엔상5터치,숏,-6051.4248046875,-4787.94140625,5,5봉경과,20.87910598275619,4.169187975943771,False,학습
SK하이닉스,000660.KS,2002-10-10 00:00:00+09:00,엔상5터치,숏,-3723.954345703125,-5319.93505859375,5,5봉경과,-42.857150349658376,162.67373048379545,False,학습
SK하이닉스,000660.KS,2002-12-27 00:00:00+09:00,엔상5터치,숏,3429.451416015625,3970.943603515625,5,5봉경과,-15.789469562718333,150.6859077376846,False,학습
SK하이닉스,000660.KS,2003-06-13 00:00:00+09:00,엔상5터치,숏,3197.382568359375,3621.408447265625,5,5봉경과,-13.261656052745169,-9.260266568462868,True,학습
SK하이닉스,000660.KS,2003-06-25 00:00:00+09:00,엔상5터치,숏,3472.427001953125,3839.15087890625,5,5봉경과,-10.561024803310623,-3.5802941784950804,True,학습
SK하이닉스,000660.KS,2003-07-02 00:00:00+09:00,엔상5터치,숏,3839.15087890625,4572.6015625,5,5봉경과,-19.104502707189916,108.05859792334178,False,학습
SK하이닉스,000660.KS,2004-01-09 00:00:00+09:00,엔상5터치,숏,4737.17822265625,4915.81494140625,5,5봉경과,-3.7709520384021795,-40.04425705794608,True,학습
SK하이닉스,000660.KS,2004-01-14 00:00:00+09:00,엔상5터치,숏,4948.8955078125,4895.9677734375,5,5봉경과,1.0694857931723638,-44.440213896544826,True,학습
SK하이닉스,000660.KS,2004-01-16 00:00:00+09:00,엔상5터치,숏,4915.81494140625,4895.9677734375,5,5봉경과,0.4037411539148052,-31.309552588106122,True,학습
SK하이닉스,000660.KS,2004-01-28 00:00:00+09:00,엔상5터치,숏,5769.30322265625,5676.6748046875,5,5봉경과,1.6055390814785926,-112.64612016209617,True,학습
SK하이닉스,000660.KS,2004-02-23 00:00:00+09:00,엔상5터치,숏,6503.69677734375,5934.7060546875,5,5봉경과,8.748727718032361,-73.97548739237912,True,학습
SK하이닉스,000660.KS,2004-03-18 00:00:00+09:00,엔상5터치,숏,7740.921875,7013.1416015625,5,5봉경과,9.401726114662539,-123.38012835731196,True,학습
SK하이닉스,000660.KS,2004-04-06 00:00:00+09:00,엔상5터치,숏,9097.2353515625,9196.4775390625,5,5봉경과,-1.0909049141281653,-50.1042885015233,True,학습
SK하이닉스,000660.KS,2004-10-06 00:00:00+09:00,엔상5터치,숏,8435.6181640625,8865.669921875,5,5봉경과,-5.098046751862366,-122.15523456058393,True,학습
SK하이닉스,000660.KS,2005-02-14 00:00:00+09:00,엔상5터치,숏,10625.9716796875,11476.048828125,5,5봉경과,-7.999994485798403,49.88626167855156,False,학습
SK하이닉스,000660.KS,2005-06-17 00:00:00+09:00,엔상5터치,숏,12326.125,12184.4482421875,5,5봉경과,1.149402247766431,-35.47047970602077,True,학습
SK하이닉스,000660.KS,2005-07-08 00:00:00+09:00,엔상5터치,숏,13353.306640625,15372.240234375,5,5봉경과,-15.119353191574008,3.4428203779582986,False,학습
SK하이닉스,000660.KS,2005-07-25 00:00:00+09:00,엔상5터치,숏,16080.6396484375,16682.77734375,5,5봉경과,-3.7444884561604344,110.30603553894849,False,학습
SK하이닉스,000660.KS,2005-12-15 00:00:00+09:00,엔상5터치,숏,20933.166015625,23306.30078125,5,5봉경과,-11.33672165908223,30.939675970649624,False,학습
SK하이닉스,000660.KS,2006-09-04 00:00:00+09:00,엔상5터치,숏,27442.720703125,26644.12890625,5,5봉경과,2.9100314269643883,-46.44962302685624,True,학습
SK하이닉스,000660.KS,2006-09-18 00:00:00+09:00,엔상5터치,숏,29148.814453125,26934.53515625,5,5봉경과,7.596464344839282,-122.21714383557918,True,학습
SK하이닉스,000660.KS,2007-07-13 00:00:00+09:00,엔상5터치,숏,29077.8984375,29152.25,5,5봉경과,-0.2556978547119255,11.564432508335692,False,학습
SK하이닉스,000660.KS,2007-10-18 00:00:00+09:00,엔하5터치,롱,19410.048828125,17104.638671875,5,5봉경과,-11.877405238205686,-7.883324611152759,False,학습
SK하이닉스,000660.KS,2007-10-22 00:00:00+09:00,엔하5터치,롱,18777.91796875,18852.2890625,5,5봉경과,0.39605612226961234,102.92103964262928,True,학습
SK하이닉스,000660.KS,2008-07-07 00:00:00+09:00,엔하5터치,롱,17728.16796875,17843.529296875,5,5봉경과,0.6507233478854163,93.67871901229482,True,학습
SK하이닉스,000660.KS,2008-07-10 00:00:00+09:00,엔하5터치,롱,17458.97265625,17074.4140625,5,5봉경과,-2.202641594792434,3.331626540787248,True,학습
SK하이닉스,000660.KS,2008-07-16 00:00:00+09:00,엔하5터치,롱,16651.400390625,17881.978515625,5,5봉경과,7.390238034831201,59.66103139652293,True,학습
SK하이닉스,000660.KS,2008-10-23 00:00:00+09:00,엔하5터치,롱,7998.82470703125,8268.0146484375,5,5봉경과,3.365368679346386,157.51801935641413,True,학습
SK하이닉스,000660.KS,2009-03-27 00:00:00+09:00,엔상5터치,숏,10025.05078125,10526.3037109375,5,5봉경과,-5.000003896488991,-46.77816581670433,True,학습
SK하이닉스,000660.KS,2009-04-22 00:00:00+09:00,엔상5터치,숏,13909.7587890625,12197.1474609375,5,5봉경과,12.312300695477608,-134.65395753832564,True,학습
SK하이닉스,000660.KS,2009-07-27 00:00:00+09:00,엔상5터치,숏,15037.5771484375,14786.9501953125,5,5봉경과,1.6666711043343958,19.444173224536627,False,학습
SK하이닉스,000660.KS,2009-08-04 00:00:00+09:00,엔상5터치,숏,14912.2646484375,15538.830078125,5,5봉경과,-4.201678581080917,76.22409741395509,False,학습
SK하이닉스,000660.KS,2009-08-31 00:00:00+09:00,엔상5터치,숏,18337.490234375,17502.072265625,5,5봉경과,4.555792303485165,-97.60966124016856,True,학습
SK하이닉스,000660.KS,2010-01-04 00:00:00+09:00,엔상5터치,숏,20503.068359375,20417.9921875,5,5봉경과,0.4149436093359121,-26.581039768789715,True,학습
SK하이닉스,000660.KS,2010-04-01 00:00:00+09:00,엔상5터치,숏,24076.224609375,23948.607421875,5,5봉경과,0.5300548137032555,-90.24100207032436,True,학습
SK하이닉스,000660.KS,2010-04-09 00:00:00+09:00,엔상5터치,숏,23820.994140625,23395.615234375,5,5봉경과,1.785731123305835,55.909417104248476,False,학습
SK하이닉스,000660.KS,2011-01-31 00:00:00+09:00,엔상5터치,숏,25544.7109375,24812.400390625,5,5봉경과,2.8667795406522205,-77.6117580248186,True,학습
SK하이닉스,000660.KS,2011-04-21 00:00:00+09:00,엔상5터치,숏,31877.033203125,29593.953125,5,5봉경과,7.162147316461002,-58.327522336952256,False,학습
SK하이닉스,000660.KS,2011-08-18 00:00:00+09:00,엔하5터치,롱,14818.513671875,14904.669921875,5,5봉경과,0.5814095253258863,131.358146195894,True,학습
SK하이닉스,000660.KS,2012-02-15 00:00:00+09:00,엔상5터치,숏,24984.705078125,24984.705078125,5,5봉경과,0.0,-34.64205462874121,True,학습
SK하이닉스,000660.KS,2013-10-07 00:00:00+09:00,엔상5터치,숏,28344.71484375,28818.568359375,5,5봉경과,-1.6717526291483735,-43.876965171381556,True,학습
SK하이닉스,000660.KS,2013-10-10 00:00:00+09:00,엔상5터치,숏,28947.791015625,29120.1015625,5,5봉경과,-0.5952459266477115,-48.0401688636467,True,학습
SK하이닉스,000660.KS,2013-10-16 00:00:00+09:00,엔상5터치,숏,28775.4921875,28000.099609375,5,5봉경과,2.6946283770667474,-69.05850296515048,True,학습
SK하이닉스,000660.KS,2013-10-18 00:00:00+09:00,엔상5터치,숏,29809.33984375,28086.251953125,5,5봉경과,5.7803624624255905,-56.03651129016137,True,학습
SK하이닉스,000660.KS,2014-06-02 00:00:00+09:00,엔상5터치,숏,38510.8984375,40492.44921875,5,5봉경과,-5.145428597221363,8.825721017581564,False,학습
SK하이닉스,000660.KS,2015-07-14 00:00:00+09:00,엔하5터치,롱,32818.83203125,33859.3359375,5,5봉경과,3.1704477028897164,3.4506216044621674,True,학습
SK하이닉스,000660.KS,2015-07-30 00:00:00+09:00,엔하5터치,롱,29914.1171875,31301.447265625,5,5봉경과,4.637710247069279,44.475181622069776,True,학습
SK하이닉스,000660.KS,2016-06-24 00:00:00+09:00,엔상5터치,숏,28026.52734375,28334.98828125,5,5봉경과,-1.1006034879622277,-41.280927707075364,True,학습
SK하이닉스,000660.KS,2016-09-28 00:00:00+09:00,엔상5터치,숏,36311.1015625,37500.8984375,5,5봉경과,-3.2766752420112564,14.159370698217216,False,학습
SK하이닉스,000660.KS,2016-10-05 00:00:00+09:00,엔상5터치,숏,37544.96875,36355.16015625,5,5봉경과,3.169022730242651,-43.60930171439823,True,학습
SK하이닉스,000660.KS,2017-01-10 00:00:00+09:00,엔상5터치,숏,44430.49609375,44028.625,5,5봉경과,0.904493825371738,-101.06674028401028,True,학습
SK하이닉스,000660.KS,2017-01-25 00:00:00+09:00,엔상5터치,숏,46171.99609375,47958.14453125,5,5봉경과,-3.868467011634741,-54.97919944652837,True,학습
SK하이닉스,000660.KS,2017-05-10 00:00:00+09:00,엔상5터치,숏,49654.984375,48851.21875,5,5봉경과,1.6187007913039948,-88.84815945310007,True,학습
SK하이닉스,000660.KS,2017-06-20 00:00:00+09:00,엔상5터치,숏,57156.81640625,61800.80859375,5,5봉경과,-8.12500149499612,2.7517334790259014,False,학습
SK하이닉스,000660.KS,2017-07-06 00:00:00+09:00,엔상5터치,숏,60818.42578125,63051.12109375,5,5봉경과,-3.6710836951460983,76.03416963927515,False,학습
SK하이닉스,000660.KS,2017-07-13 00:00:00+09:00,엔상5터치,숏,63051.12109375,63676.265625,5,5봉경과,-0.9914883675430286,-28.81747062551751,True,학습
SK하이닉스,000660.KS,2017-09-19 00:00:00+09:00,엔상5터치,숏,70731.546875,73589.3984375,5,5봉경과,-4.040419994702682,-17.715700726414262,True,학습
SK하이닉스,000660.KS,2018-03-14 00:00:00+09:00,엔상5터치,숏,82111.5546875,80029.3359375,5,5봉경과,2.535841341604728,-78.84825065420281,True,학습
SK하이닉스,000660.KS,2018-03-19 00:00:00+09:00,엔상5터치,숏,81387.3125,76045.96875,5,5봉경과,6.562870287675366,-109.40853484643716,True,학습
SK하이닉스,000660.KS,2019-12-17 00:00:00+09:00,엔상5터치,숏,86163.203125,87091.671875,5,5봉경과,-1.0775699095738556,-55.12367408230628,True,검증
SK하이닉스,000660.KS,2019-12-27 00:00:00+09:00,엔상5터치,숏,90084.578125,88207.8125,5,5봉경과,2.083337308185901,-10.95438154260102,True,검증
SK하이닉스,000660.KS,2020-01-03 00:00:00+09:00,엔상5터치,숏,88677.0078125,92805.90625,5,5봉경과,-4.656109333583069,32.68748308552668,False,검증
SK하이닉스,000660.KS,2020-01-08 00:00:00+09:00,엔상5터치,숏,91398.3359375,92149.046875,5,5봉경과,-0.8213617127705161,3.648822105569106,False,검증
SK하이닉스,000660.KS,2020-03-13 00:00:00+09:00,엔하5터치,롱,77416.4453125,70190.8984375,5,5봉경과,-9.333348807005134,0.18472533019811976,True,검증
SK하이닉스,000660.KS,2020-03-18 00:00:00+09:00,엔하5터치,롱,68595.65625,79293.2265625,5,5봉경과,15.595113302090466,134.2296028563017,True,검증
SK하이닉스,000660.KS,2020-08-20 00:00:00+09:00,엔하5터치,롱,67375.78125,74225.953125,5,5봉경과,10.167113090061571,120.18369245256072,True,검증
SK하이닉스,000660.KS,2020-11-17 00:00:00+09:00,엔상5터치,숏,92055.203125,92524.3671875,5,5봉경과,-0.5096551271120776,-54.37770509104783,True,검증
SK하이닉스,000660.KS,2020-11-23 00:00:00+09:00,엔상5터치,숏,93838.1171875,91492.171875,5,5봉경과,2.4999918826296517,9.725775418210711,False,검증
SK하이닉스,000660.KS,2020-12-02 00:00:00+09:00,엔상5터치,숏,102283.546875,113074.9296875,5,5봉경과,-10.550458155003241,32.41850862596179,False,검증
SK하이닉스,000660.KS,2021-01-04 00:00:00+09:00,엔상5터치,숏,119446.0,126081.8984375,5,5봉경과,-5.555563549637493,12.915136589063344,False,검증
SK하이닉스,000660.KS,2021-08-12 00:00:00+09:00,엔하5터치,롱,95272.40625,97168.3828125,5,5봉경과,1.9900584409769748,87.28706086670019,True,검증
SK하이닉스,000660.KS,2022-09-27 00:00:00+09:00,엔하5터치,롱,79131.390625,86979.890625,5,5봉경과,9.9183142593736,131.1906379932782,True,검증
SK하이닉스,000660.KS,2023-05-25 00:00:00+09:00,엔상5터치,숏,100990.3984375,107625.53125,5,5봉경과,-6.570063011095346,-31.84296742557622,True,검증
SK하이닉스,000660.KS,2024-02-23 00:00:00+09:00,엔상5터치,숏,158644.625,163657.578125,5,5봉경과,-3.1598632005338976,-13.251444587190072,True,검증
SK하이닉스,000660.KS,2024-03-08 00:00:00+09:00,엔상5터치,숏,168965.390625,158448.046875,5,5봉경과,6.224555047099605,-82.68965832625696,True,검증
SK하이닉스,000660.KS,2024-06-13 00:00:00+09:00,엔상5터치,숏,218571.953125,233832.640625,5,5봉경과,-6.981997132666196,-4.789618818662653,True,검증
SK하이닉스,000660.KS,2024-06-26 00:00:00+09:00,엔상5터치,숏,233340.328125,232650.265625,5,5봉경과,0.2957322060635548,40.359699339224804,False,검증
SK하이닉스,000660.KS,2024-08-05 00:00:00+09:00,엔하5터치,롱,153884.34375,174487.703125,5,5봉경과,13.388860018451357,124.55161258019109,True,검증
SK하이닉스,000660.KS,2025-01-20 00:00:00+09:00,엔상5터치,숏,209338.09375,196698.796875,5,5봉경과,6.037743369390933,-133.2973456556947,True,검증
SK하이닉스,000660.KS,2025-01-22 00:00:00+09:00,엔상5터치,숏,222668.578125,188700.515625,5,5봉경과,15.254986934407633,-140.34908854359472,True,검증
SK하이닉스,000660.KS,2025-06-05 00:00:00+09:00,엔상5터치,숏,223517.296875,234469.171875,5,5봉경과,-4.899788585992401,1.8711808318870382,False,검증
SK하이닉스,000660.KS,2025-07-08 00:00:00+09:00,엔상5터치,숏,280765.65625,297193.40625,5,5봉경과,-5.8510539427843575,106.234824608841,False,검증
SK하이닉스,000660.KS,2025-07-10 00:00:00+09:00,엔상5터치,숏,295699.96875,268320.3125,5,5봉경과,9.259269240284626,-92.03842449486123,True,검증
SK하이닉스,000660.KS,2025-09-12 00:00:00+09:00,엔상5터치,숏,327534.5,349968.3125,5,5봉경과,-6.849297554914062,-18.64774467329503,True,검증
SK하이닉스,000660.KS,2025-11-17 00:00:00+09:00,엔상5터치,숏,604218.8125,518471.65625,5,5봉경과,14.191407893311828,-9.46042801879414,False,검증
SK하이닉스,000660.KS,2026-01-07 00:00:00+09:00,엔상5터치,숏,740349.0,740349.0,5,5봉경과,0.0,-97.78273773142135,True,검증
SK하이닉스,000660.KS,2026-01-19 00:00:00+09:00,엔상5터치,숏,762300.0,734362.3125,5,5봉경과,3.6649203069657617,-8.53367041928322,True,검증
SK하이닉스,000660.KS,2026-01-27 00:00:00+09:00,엔상5터치,숏,798219.875,904981.875,5,5봉경과,-13.375011490411712,40.29252639787641,False,검증
SK하이닉스,000660.KS,2026-02-09 00:00:00+09:00,엔상5터치,숏,885026.375,892010.75,5,5봉경과,-0.7891713961631933,62.11086722024266,False,검증
SK하이닉스,000660.KS,2026-02-23 00:00:00+09:00,엔상5터치,숏,948884.0,938639.5,5,5봉경과,1.0796367100720425,-104.69627221505255,True,검증
SK하이닉스,000660.KS,2026-05-04 00:00:00+09:00,엔상5터치,숏,1446444.5,1834295.5,5,5봉경과,-26.814094837375368,30.45898134272108,False,검증
SK하이닉스,000660.KS,2026-06-18 00:00:00+09:00,엔상5터치,숏,2684418.0,2916367.75,5,5봉경과,-8.640597328731964,-77.25329418067469,True,검증
SK하이닉스,000660.KS,2026-06-25 00:00:00+09:00,엔상5터치,숏,2916367.75,2186526.0,5,5봉경과,25.025710492101005,-24.131433247646484,False,검증
대한광통신,010170.KQ,2000-04-28 00:00:00+09:00,엔상5터치,숏,28868.5546875,40001.50390625,5,5봉경과,-38.5642763874512,96.60695203662436,False,학습
대한광통신,010170.KQ,2000-05-03 00:00:00+09:00,엔상5터치,숏,36145.9375,30940.921875,5,5봉경과,14.400001729101644,-158.8394398946654,True,학습
대한광통신,010170.KQ,2000-06-28 00:00:00+09:00,엔상5터치,숏,56194.8828125,51182.6484375,5,5봉경과,8.919378641154632,-55.94610565027492,True,학습
대한광통신,010170.KQ,2000-07-04 00:00:00+09:00,엔상5터치,숏,54459.87890625,42893.1796875,5,5봉경과,21.23893672011556,-21.765299075816408,False,학습
대한광통신,010170.KQ,2000-09-05 00:00:00+09:00,엔하5터치,롱,22265.896484375,16434.353515625,5,5봉경과,-26.19047013374135,-139.04641280243277,False,학습
대한광통신,010170.KQ,2000-11-15 00:00:00+09:00,엔상5터치,숏,22169.5078125,18988.666015625,5,5봉경과,14.34782325244732,-149.42252765095773,True,학습
대한광통신,010170.KQ,2001-09-14 00:00:00+09:00,엔하5터치,롱,13205.3154296875,13253.509765625,5,5봉경과,0.3649616413489981,140.49118397732747,True,학습
